Date,Open,High,Low,Close,Adj Close,average_sentiment
4/16/2015,538.3499756,545.2299805,538.0999756,543.5200195,543.5200195,0.122352482
4/17/2015,537.3099976,539.7999878,529,532.7399902,532.7399902,0.189613488
4/20/2015,533.75,545.7999878,533.3499756,544.5300293,544.5300293,0.106821865
4/21/2015,546.3099976,547.7700195,542.210022,542.9199829,542.9199829,0.183116966
4/22/2015,543.0599976,551,541.3200073,549.1799927,549.1799927,0.134447775
4/23/2015,550.4099731,561.1699829,550.0800171,557.460022,557.460022,0.093582039
4/24/2015,580.0499878,584.7000122,568.3499756,573.6599731,573.6599731,0.147037568
4/27/2015,572.7700195,575.5200195,562.2999878,566.1199951,566.1199951,0.0871241
4/28/2015,564.3200073,567.8300171,560.960022,564.3699951,564.3699951,0.122114245
4/29/2015,560.5100098,565.8400269,559,561.3900146,561.3900146,0.14262582
4/30/2015,558.5599976,561.1099854,546.7199707,548.7700195,548.7700195,0.182555692
5/1/2015,550.5100098,551.2199707,543.8499756,551.1599731,551.1599731,0.117998634
5/4/2015,550.9899902,556.6900024,547.3900146,552.8400269,552.8400269,0.120741164
5/5/2015,550.1599731,552.6099854,542.3699951,543.039978,543.039978,0.139812956
5/6/2015,542.6400146,543.9299927,532.2399902,535.0800171,535.0800171,0.101462901
5/7/2015,535.9000244,545.2000122,533.4500122,542.039978,542.039978,0.005478245
5/8/2015,548.8699951,552.7999878,548.0300293,548.9500122,548.9500122,0.094850289
5/11/2015,548.4899902,553.3699951,545.5999756,545.7800293,545.7800293,0.117572118
5/12/2015,542.8099976,542.960022,535,538.7299805,538.7299805,0.085721672
5/13/2015,540.4699707,543.8400269,538.9799805,539.4899902,539.4899902,0.104596558
5/14/2015,543.9699707,549.6900024,542.5,549.2000122,549.2000122,0.115536531
5/15/2015,550.3900146,550.5999756,542.5,546.4899902,546.4899902,0.056910382
5/18/2015,543.8200073,548.3400269,542.25,546.6699829,546.6699829,0.097825948
5/19/2015,548,553.4000244,547.1199951,549.2800293,549.2800293,0.066863274
5/20/2015,550.9199829,556.0700073,545.0999756,552.5100098,552.5100098,0.092553115
5/21/2015,550.2000122,557.6099854,549.2999878,556.8099976,556.8099976,0.063924682
5/22/2015,554.460022,558.2399902,553.6199951,554.5200195,554.5200195,0.1063917
5/26/2015,552.5800171,553.3300171,542.9699707,547.1900024,547.1900024,0.007841273
5/27/2015,548.6799927,555.289978,546.5800171,554.25,554.25,0.117526196
5/28/2015,553.789978,555.7600098,550.7999878,554.1799927,554.1799927,0.101732728
5/29/2015,553.2000122,553.9400024,545.039978,545.3200073,545.3200073,0.124682263
6/1/2015,548.7299805,550.5700073,543.5800171,549.210022,549.210022,0.130959306
6/2/2015,547.4299927,558.789978,546.5499878,553.9500122,553.9500122,0.111687355
6/3/2015,555.0999756,557.9899902,552.1500244,555.289978,555.289978,0.111721526
6/4/2015,552.1799927,555.960022,549.1199951,551.6900024,551.6900024,0.104393138
6/5/2015,552,553.3300171,547.3800049,549.5300293,549.5300293,0.090459042
6/8/2015,549.6099854,549.8699951,542.9500122,543.4799805,543.4799805,0.106174266
6/9/2015,543.4199829,544.8400269,538.8499756,542.1599731,542.1599731,0.095604825
6/10/2015,545.7000122,554.7800293,545.1099854,552.5999756,552.5999756,0.140203959
6/11/2015,554.4899902,554.8300171,549.1699829,550.039978,550.039978,0.140578492
6/12/2015,547.1500244,548.8499756,545.6300049,547.4699707,547.4699707,0.077508548
6/15/2015,542.7299805,544.0499878,539.210022,543,543,0.128002892
6/16/2015,544.4799805,546.6900024,541.5700073,544.8699951,544.8699951,0.115778239
6/17/2015,545.4199829,548.3599854,541.8099976,546.5999756,546.5999756,0.122630699
6/18/2015,548,557.25,548,556.1799927,556.1799927,0.078791273
6/19/2015,556.5200195,557.9099731,552.2600098,557.5200195,557.5200195,0.104090246
6/22/2015,559.4099731,565.6099854,558.9099731,559.6799927,559.6799927,0.099882638
6/23/2015,559.789978,564.9000244,557.1500244,563.3900146,563.3900146,0.118057646
6/24/2015,562.4799805,562.6400146,556.8099976,558.5700073,558.5700073,0.123969716
6/25/2015,560.2999878,563.1400146,557.460022,557.9500122,557.9500122,0.129470461
6/26/2015,559.710022,560,551.8499756,553.0599976,553.0599976,0.099648897
6/29/2015,546.75,550.9000244,540.2399902,541.25,541.25,0.133822029
6/30/2015,545.0900269,545.9000244,539.539978,540.039978,540.039978,0.126415085
7/1/2015,543.6599731,545.8099976,539.7600098,543.2999878,543.2999878,0.13976909
7/2/2015,544.7399902,548,543.5700073,547.3400269,547.3400269,0.109692256
7/6/2015,542.25,548.5800171,542.0999756,545.6199951,545.6199951,0.231109747
7/7/2015,547.4299927,551,539.8499756,550.0300293,550.0300293,0.170294375
7/8/2015,545.5999756,548.2800293,541.2000122,541.7000122,541.7000122,0.131101886
7/9/2015,548.6500244,548.8800049,544.6199951,544.6500244,544.6500244,0.09759367
7/10/2015,553.710022,559.289978,552,556.1099854,556.1099854,0.172747884
7/13/2015,559.5100098,572.8499756,558.7000122,571.7299805,571.7299805,0.179031079
7/14/2015,574.5,589.710022,574.1699829,584.1799927,584.1799927,0.109028873
7/15/2015,583.7399902,588.6900024,580.210022,583.960022,583.960022,0.164102824
7/16/2015,589.5,604.5,587.9199829,601.7800293,601.7800293,0.131716616
7/17/2015,680,703,678,699.6199951,699.6199951,0.174682486
7/20/2015,688.9799805,697.7999878,681.7700195,692.8400269,692.8400269,0.140387369
7/21/2015,684.8800049,705.5999756,684.1500244,695.3499756,695.3499756,0.166494948
7/22/2015,694.0200195,713.3300171,691.6199951,695.0999756,695.0999756,0.104710866
7/23/2015,691.8499756,696.0700073,671.5900269,674.7299805,674.7299805,0.101745388
7/24/2015,676.7700195,677.789978,653.1799927,654.7700195,654.7700195,0.116990851
7/27/2015,651.5700073,667.0700073,651.5499878,658.2700195,658.2700195,0.09384017
7/28/2015,661.7600098,664.0999756,653.4099731,659.6599731,659.6599731,0.125102015
7/29/2015,662.2600098,663.3300171,652.8400269,661.4299927,661.4299927,0.0776582
7/30/2015,657.4400024,668.0499878,651.6900024,664.5599976,664.5599976,0.050178264
7/31/2015,664.7000122,665,657.2000122,657.5,657.5,0.076102571
8/3/2015,657.6599731,666.6699829,657.6599731,664.7199707,664.7199707,0.111406008
8/4/2015,664.3400269,668,660.5100098,661.2800293,661.2800293,0.213287796
8/5/2015,665.75,679.9099731,665.5800171,673.289978,673.289978,0.183711587
8/6/2015,673.9899902,674.75,660.7299805,670.1500244,670.1500244,0.098443807
8/7/2015,667.7800293,668.7999878,658.8699951,664.3900146,664.3900146,0.111779405
8/10/2015,667.0900269,671.6199951,660.2299805,663.1400146,663.1400146,0.128395789
8/11/2015,699.5800171,704,684.3200073,690.2999878,690.2999878,0.110801113
8/12/2015,694.4899902,696,680.5100098,691.4699707,691.4699707,0.095806443
8/13/2015,689.2000122,694.0300293,682.1799927,686.5100098,686.5100098,0.091745547
8/14/2015,684.039978,692.2600098,682.9000244,689.3699951,689.3699951,0.119064568
8/17/2015,688.039978,694.7399902,683.0599976,694.1099854,694.1099854,0.135964465
8/18/2015,691.0700073,695.7600098,685.3200073,688.7299805,688.7299805,0.091525858
8/19/2015,690.1099854,700.2000122,686.7999878,694.039978,694.039978,0.137572105
8/20/2015,689.0999756,696.1599731,675.2800293,679.4799805,679.4799805,0.075593778
8/21/2015,671.039978,672.8900146,643.0999756,644.0300293,644.0300293,0.058510488
8/24/2015,600.5999756,627.6799927,593.0900269,618.1099854,618.1099854,0.041017353
8/25/2015,646.4699707,647,611.6699829,612.4699707,612.4699707,0.090649787
8/26/2015,643.0999756,662.4799805,630.3699951,659.7399902,659.7399902,0.099360619
8/27/2015,671.9899902,673.9799805,651.0999756,667.960022,667.960022,0.060694492
8/28/2015,665.7600098,667,653.75,659.6900024,659.6900024,0.119331911
8/31/2015,654.3400269,664.4099731,646.3499756,647.8200073,647.8200073,0.07655
9/1/2015,633.8099976,644.4400024,625.0599976,629.5599976,629.5599976,0.02382
9/2/2015,638,645.0599976,630.6400146,644.9099731,644.9099731,0.067615112
9/3/2015,647.9299927,651.25,633.8099976,637.0499878,637.0499878,0.09538997
9/4/2015,629.7000122,634.5,626.5,628.960022,628.960022,0.065661057
9/8/2015,641,645.039978,632.9000244,643.8800049,643.8800049,0.104569189
9/9/2015,651.8800049,657.3599854,640.9000244,643.4099731,643.4099731,0.104038643
9/10/2015,643.9000244,654.9000244,641.7000122,651.0800171,651.0800171,0.091653333
9/11/2015,650.210022,655.3099976,647.4099731,655.2999878,655.2999878,0.080321528
9/14/2015,655.6300049,655.9199829,649.5,652.4699707,652.4699707,0.051104988
9/15/2015,656.710022,668.8499756,653.3400269,665.0700073,665.0700073,0.077049194
9/16/2015,665.5499878,668.0700073,662.2000122,665.5200195,665.5200195,0.091878536
9/17/2015,667.4899902,681.9899902,665,671.6699829,671.6699829,0.0871107
9/18/2015,665.0599976,669.8400269,660.0300293,660.9199829,660.9199829,0.067785239
9/21/2015,665.5100098,669,658,666.9799805,666.9799805,0.043131622
9/22/2015,657.4699707,658.8200073,645.0300293,653.2000122,653.2000122,0.069911484
9/23/2015,652.9000244,660.2800293,650.7299805,653.289978,653.289978,0.078550228
9/24/2015,648.9699707,656.7700195,642.1699829,654.9099731,654.9099731,0.074082698
9/25/2015,658.5800171,658.5800171,639.6599731,640.1500244,640.1500244,0.092809049
9/28/2015,639.0499878,642.8499756,617.8400269,624.25,624.25,0.121599641
9/29/2015,625.5,634.6799927,618.0300293,622.6099854,622.6099854,0.111890369
9/30/2015,631.8300171,639.3099976,629.1500244,638.3699951,638.3699951,0.097304427
10/1/2015,637.9400024,643.8400269,631.1199951,642,642,0.077537298
10/2/2015,638.0100098,657,633.5,656.9899902,656.9899902,0.071815782
10/5/2015,661.5999756,673.0300293,655.8699951,671.6799927,671.6799927,0.104175811
10/6/2015,669.3499756,678.7999878,663.0800171,671.6400146,671.6400146,0.100806154
10/7/2015,677.4000244,678.7399902,658.1099854,670,670,0.096523308
10/8/2015,669.4500122,671.8900146,654.4899902,667,667,0.099439967
10/9/2015,667.4899902,674.0900269,662.3599854,671.2399902,671.2399902,0.110231666
10/12/2015,669.1900024,677.9799805,667.2399902,676.4299927,676.4299927,0.100427094
10/13/2015,674.2600098,688.460022,673.1099854,683.1699829,683.1699829,0.127522713
10/14/2015,683.7299805,690.039978,678.9000244,680.4099731,680.4099731,0.121923728
10/15/2015,685.25,694.1599731,684.3900146,693.0200195,693.0200195,0.120016266
10/16/2015,695.4000244,696.2199707,689.0999756,695.3200073,695.3200073,0.118705504
10/19/2015,694,700.2399902,692.210022,699.9500122,699.9500122,0.025657729
10/20/2015,697.8900146,698,673.6799927,680,680,0.030328006
10/21/2015,683.210022,684.9000244,670.7000122,671.7999878,671.7999878,0.057943941
10/22/2015,675.4400024,688.0499878,671.7000122,681.1400146,681.1400146,0.143598148
10/23/2015,750.0599976,752.5,717.9400024,719.3300171,719.3300171,0.166060716
10/26/2015,720.0200195,734.9500122,720.0200195,731.1199951,731.1199951,0.084063803
10/27/2015,726.5700073,735.960022,724.1400146,732.8200073,732.8200073,0.083472677
10/28/2015,733,737.3699951,727.2700195,736.9199829,736.9199829,-0.012355699
10/29/2015,736.6300049,746.789978,735.1599731,744.8499756,744.8499756,0.115562751
10/30/2015,745.5599976,746.3099976,736.5300293,737.3900146,737.3900146,0.090862319
11/2/2015,734.5300293,748.1799927,731.4500122,747.7399902,747.7399902,0.076144128
11/3/2015,745.4299927,751.7000122,741.1599731,748.8200073,748.8200073,0.063057946
11/4/2015,749.9000244,759.9000244,749.2000122,755.3099976,755.3099976,0.133298742
11/5/2015,758.8099976,766.3499756,757.4699707,760.6699829,760.6699829,0.068239693
11/6/2015,759.3900146,763.0200195,755.0300293,761.5999756,761.5999756,0.089445686
11/9/2015,758.5200195,763.2999878,749.1099854,754.7700195,754.7700195,0.115775063
11/10/2015,753.4799805,760.5999756,748.4099731,758.2600098,758.2600098,0.106678226
11/11/2015,762.3800049,769.0800171,759.75,765.25,765.25,0.146700973
11/12/2015,760.1799927,765.7999878,755.8599854,756.5300293,756.5300293,0.08878934
11/13/2015,754.039978,755.3300171,739.4699707,740.0700073,740.0700073,0.075978141
11/16/2015,740.210022,751.710022,734.3300171,750.4199829,750.4199829,0.115938742
11/17/2015,752.4699707,754.9500122,744.0499878,745.9799805,745.9799805,0.113257035
11/18/2015,749.5700073,761.0999756,747.3900146,760.0100098,760.0100098,0.073280262
11/19/2015,759.7800293,763.2299805,757.2299805,759.9400024,759.9400024,0.076827334
11/20/2015,769.2999878,779.3200073,764.0999756,777,777,0.08375151
11/23/2015,777.4699707,782.9000244,773.5100098,776.7000122,776.7000122,0.091239787
11/24/2015,772.960022,775.9899902,758.1099854,769.6300049,769.6300049,0.091565289
11/25/2015,771.6900024,773,766.5300293,769.2600098,769.2600098,0.083661325
11/27/2015,769.1599731,774,767,771.9699707,771.9699707,0.091743891
11/30/2015,771.8699951,775.0300293,761.1199951,762.8499756,762.8499756,0.120393783
12/1/2015,766.9400024,785,765.9500122,783.789978,783.789978,0.100652145
12/2/2015,785.25,793.0499878,776.4299927,777.8499756,777.8499756,0.092957835
12/3/2015,780.5599976,784.4799805,762.4500122,768.2000122,768.2000122,0.12900726
12/4/2015,769.710022,782.4199829,765.5100098,779.210022,779.210022,0.049120833
12/7/2015,780.0599976,781,766.7199707,772.9899902,772.9899902,0.072774555
12/8/2015,764.5,778.6500244,762.5200195,775.1400146,775.1400146,0.098117016
12/9/2015,771.0999756,776.0900269,752.0100098,762.5499878,762.5499878,0.068547309
12/10/2015,763.5900269,766.0700073,755,760.039978,760.039978,0.128251723
12/11/2015,749,757.4400024,748.6500244,750.4199829,750.4199829,0.091316594
12/14/2015,751.2600098,764.1500244,736.2600098,762.539978,762.539978,0.110048343
12/15/2015,767.789978,774.75,758,760.0900269,760.0900269,0.112330382
12/16/2015,766.5700073,781.5,757.0499878,776.5900269,776.5900269,0.10178263
12/17/2015,781.1599731,781.5900269,769.2999878,769.8300171,769.8300171,0.049564773
12/18/2015,767.2299805,774.1400146,756.5900269,756.8499756,756.8499756,0.084451912
12/21/2015,763.0499878,766.3499756,754.1500244,760.7999878,760.7999878,0.093872139
12/22/2015,764.2700195,770.3400269,761.2000122,767.1300049,767.1300049,0.073784439
12/23/2015,770.6900024,771.9000244,757.6500244,768.5100098,768.5100098,0.067886743
12/24/2015,768.5200195,769.2000122,764.3900146,765.8400269,765.8400269,0.108816473
12/28/2015,770,782.8200073,767.7299805,782.2399902,782.2399902,0.125594897
12/29/2015,786.9899902,798.6900024,786.2000122,793.960022,793.960022,0.083233616
12/30/2015,793.960022,796.460022,787.2000122,790.2999878,790.2999878,0.098159039
12/31/2015,787.8200073,788.3300171,777.3200073,778.0100098,778.0100098,0.117779706
1/4/2016,762.2000122,762.2000122,747.539978,759.4400024,759.4400024,0.076889012
1/5/2016,764.0999756,769.2000122,755.6500244,761.5300293,761.5300293,0.082144521
1/6/2016,750.3699951,765.7299805,748,759.3300171,759.3300171,0.065709375
1/7/2016,746.4899902,755.3099976,735.2800293,741,741,0.030242149
1/8/2016,747.7999878,750.1199951,728.9199829,730.9099731,730.9099731,0.076000518
1/11/2016,731.9500122,735.0800171,719.5599976,733.0700073,733.0700073,0.079228168
1/12/2016,740.75,748.3400269,736.4299927,745.3400269,745.3400269,0.084245932
1/13/2016,749.3400269,753,716.7800293,719.5700073,719.5700073,0.079408187
1/14/2016,724.4400024,739.8900146,705,731.3900146,731.3900146,0.09283657
1/15/2016,709.9899902,724.1599731,701.5100098,710.4899902,710.4899902,0.071153755
1/19/2016,720.1500244,725.3499756,709.8499756,719.0800171,719.0800171,0.10925
1/20/2016,705.9000244,726.9500122,687.7800293,718.5599976,718.5599976,0.084715168
1/21/2016,720.1699829,737.6699829,711.1099854,726.6699829,726.6699829,0.099864693
1/22/2016,742,748.5599976,740.5,745.460022,745.460022,0.07798564
1/25/2016,743.8400269,752.460022,732.5,733.6199951,733.6199951,0.066119587
1/26/2016,735.210022,739.460022,726.9699707,733.789978,733.789978,0.072657333
1/27/2016,735.8900146,735.8900146,713.4500122,717.5800171,717.5800171,0.09269281
1/28/2016,738.1900024,751.1599731,730.5999756,748.2999878,748.2999878,0.076463567
1/29/2016,748.960022,765.1099854,744.2000122,761.3499756,761.3499756,0.035508598
2/1/2016,771.2600098,777.5900269,761.3800049,770.7700195,770.7700195,0.134222357
2/2/2016,800.5,810.3499756,780.5999756,780.9099731,780.9099731,0.138927614
2/3/2016,786.2800293,791.4299927,736.2600098,749.3800049,749.3800049,0.106803233
2/4/2016,744.5900269,745.2399902,722.5999756,730.0300293,730.0300293,0.081086574
2/5/2016,725.5,726.7199707,700.1400146,703.7600098,703.7600098,0.029198937
2/8/2016,687.6799927,704.5200195,682.0100098,704.1599731,704.1599731,0.072556338
2/9/2016,692.9500122,720.960022,688.5,701.0200195,701.0200195,0.108666015
2/10/2016,711.789978,723.2199707,705.3900146,706.8499756,706.8499756,0.077491421
2/11/2016,696.3400269,712.3200073,691.1900024,706.3599854,706.3599854,0.069761823
2/12/2016,712.210022,716,701.5800171,706.8900146,706.8900146,0.05837698
2/16/2016,718.6500244,722.8800049,710.1799927,717.6400146,717.6400146,0.063349469
2/17/2016,727,733.7600098,716.6099854,731.9699707,731.9699707,0.111501952
2/18/2016,733.960022,736,715.5499878,717.5100098,717.5100098,0.081990161
2/19/2016,715.9000244,724.0300293,713.1199951,722.1099854,722.1099854,0.118591142
2/22/2016,729.5100098,734.8499756,723.4500122,729.0499878,729.0499878,0.083873664
2/23/2016,726.0999756,730.9000244,715.6699829,717.289978,717.289978,0.083709189
2/24/2016,710.6099854,721.2199707,702.0200195,720.9000244,720.9000244,0.096988226
2/25/2016,722.9299927,729.5100098,713.2299805,729.1199951,729.1199951,0.08368064
2/26/2016,733.5999756,736.1599731,721.9400024,724.8599854,724.8599854,0.093707233
2/29/2016,721,730.5999756,716.8400269,717.2199707,717.2199707,-0.001581434
3/1/2016,721.2999878,742.3300171,718.6400146,742.1699829,742.1699829,0.009091039
3/2/2016,742.8699951,743.1199951,733.25,739.4799805,739.4799805,0.126825625
3/3/2016,739.4799805,741,729.6300049,731.5900269,731.5900269,0.080576437
3/4/2016,734.7999878,735,725.6199951,730.2199707,730.2199707,0.09501906
3/7/2016,725.1500244,727.210022,705.1400146,712.7999878,712.7999878,0.054113858
3/8/2016,708.3900146,722.25,704,713.5300293,713.5300293,0.125259097
3/9/2016,715.1699829,726.2399902,712.6599731,725.4099731,725.4099731,0.118214508
3/10/2016,727.789978,736.539978,723.289978,732.1699829,732.1699829,0.146164687
3/11/2016,739.9500122,744.9000244,736.7000122,744.8699951,744.8699951,-0.101568227
3/14/2016,744.9699707,754.2600098,743.6599731,750.2399902,750.2399902,0.099381697
3/15/2016,746.0200195,753.0100098,742.8400269,750.5700073,750.5700073,0.097383818
3/16/2016,749.0499878,759,746.5,757.3599854,757.3599854,0.098627207
3/17/2016,757.6500244,765.3400269,757.3599854,758.4799805,758.4799805,0.069829872
3/18/2016,761.6300049,762.1400146,751.8200073,755.4099731,755.4099731,0.112740343
3/21/2016,753.9099731,763.3400269,751.2700195,762.1599731,762.1599731,0.078202252
3/22/2016,758.4400024,765,757.8800049,760.0499878,760.0499878,0.079246571
3/23/2016,763.3499756,765.3900146,756.0300293,757.5599976,757.5599976,0.096004431
3/24/2016,751.2000122,757.5599976,750.5,754.8400269,754.8400269,0.070136364
3/28/2016,756.1699829,758.2999878,752.039978,753.2800293,753.2800293,0.09301948
3/29/2016,753.6799927,767.1799927,748.289978,765.8900146,765.8900146,0.085129863
3/30/2016,768.210022,777.3099976,767.5800171,768.3400269,768.3400269,0.101906167
3/31/2016,768.3400269,769.0800171,758.25,762.9000244,762.9000244,0.073903771
4/1/2016,757.1599731,770.039978,755.2000122,769.6699829,769.6699829,0.018239142
4/4/2016,769.5100098,772.4400024,761.789978,765.1199951,765.1199951,0.059255891
4/5/2016,758.1300049,762.8699951,755.5999756,758.5700073,758.5700073,0.060556859
4/6/2016,757.8400269,768.4199829,756.2999878,768.0700073,768.0700073,0.092668721
4/7/2016,765.3200073,769.3599854,757.5,760.1199951,760.1199951,0.069539178
4/8/2016,765.8699951,767.1300049,755.7700195,759.4699707,759.4699707,0.082467482
4/11/2016,765.4500122,767.2199707,757.3400269,757.539978,757.539978,0.098354892
4/12/2016,758.4299927,764.9199829,751.5700073,764.3200073,764.3200073,0.095537832
4/13/2016,770.3099976,775.75,764.5900269,771.9099731,771.9099731,0.072866913
4/14/2016,775.3599854,779.6099854,773.2199707,775.3900146,775.3900146,0.107649464
4/15/2016,775.5,780.9299927,774.9299927,780,780,0.103164216
4/18/2016,780.1900024,788.5499878,777.6099854,787.6799927,787.6799927,0.101104281
4/19/2016,790.5,790.9500122,770.2700195,776.25,776.25,0.08410044
4/20/2016,779.1599731,779.6599731,771.2700195,774.9199829,774.9199829,-0.000512258
4/21/2016,777.3099976,781.6799927,771.5499878,780,780,0.040286798
4/22/2016,743.9099731,753.9199829,730.3699951,737.7700195,737.7700195,0.055387199
4/25/2016,735.3499756,744.8800049,735.0999756,742.210022,742.210022,0.113005261
4/26/2016,744.4199829,745.5900269,720.3200073,725.3699951,725.3699951,0.066955376
4/27/2016,725.3200073,727.1500244,709.0800171,721.460022,721.460022,0.063343681
4/28/2016,723.289978,729.2600098,703.2000122,705.0599976,705.0599976,0.080827682
4/29/2016,704.1199951,712.1099854,703.7800293,707.8800049,707.8800049,0.08422048
5/2/2016,711.9199829,715.4099731,706.3599854,714.4099731,714.4099731,0.089040136
5/3/2016,712.5,713.3699951,707.3300171,708.4400024,708.4400024,0.085608666
5/4/2016,706.7700195,715.0499878,704.0499878,711.3699951,711.3699951,0.10436318
5/5/2016,715,717.5499878,709.4500122,714.710022,714.710022,0.105315711
5/6/2016,712.2000122,725.9899902,711.9500122,725.1799927,725.1799927,0.054708934
